id,name_ru,name_en,category,value_rub,stack_max,stack_declared,spawn_w_milli,spawn_rooms,spawn_count_max,equip_slot,durability,resist_kinetic,resist_buckshot,resist_energy,resist_fire,resist_psi,science_value,contraband_score,deceptive_score,use_effect,use_a,use_b,use_grant_id,use_grant_n,ammo_id,craft_mechanics,craft_electronics,craft_consumables,craft_bio,craft_chemical,craft_metal,craft_psimatter,craft_metamatter,craft_station,craft_tier,tag_count,tags_hot,tags_all,desc_ru,mass_g,light_radius_mm,light_intensity_e3,light_cone_deg,flicker
gauss,Гаусс-винтовка,Gauss Rifle,WEAPON,60000,1,,0,,1,Weapon,,,,,,,,,,None,,,,,ammo_energy,16,38,0,0,6,22,0,0,net_terminal,3,0,,,Рельсотрон. Урон 180. Медленный точный выстрел за энергоячейку,12000,0,0,0,none
gear,Шестерня,Gear,MISC,9,1,,1000,PRODUCTION|STORAGE,1,None,,,,,,,,,,None,,,,,,1,0,0,0,0,2,0,0,workbench,0,0,,,Зубчатая мелочь для механизмов.,200,0,0,0,none
glass_ampoule_empty,Пустая ампула,Empty ampoule,MISC,14,12,12,750,MEDICAL|PRODUCTION,3,None,,,,,,,,,,None,,,,,,0,0,3,0,0,0,0,0,workbench,0,5,medical|trade,ampoule|component|medical|sampleware|trade,"Тонкое стекло для лекарства, газа или беды в кармане. Пустая стоит мало, целая — уже подготовка.",200,0,0,0,none
glass_shard,Стекло,Glass,MISC,2,1,,1000,LIVING|CORRIDOR,1,None,,,,,,,,,,None,,,,,,0,0,1,0,0,0,0,0,workbench,0,0,,,"Острый остаток окна, которого не было.",200,0,0,0,none
govnyak_bad_batch,Гремучая партия говняка,Rough Govnyak Batch,MISC,13,4,4,1000,SMOKING|STORAGE,3,None,,,,,,,,80,,None,,,,,,0,0,1,1,1,0,0,0,workbench,0,6,bait|contraband,bad_batch|bait|bait_govnyak|bait_risky|contraband|govnyak,"Неровная партия с резким дымом. Даёт облегчение хуже, кашель и долг сильнее; рынок сбывает её быстро, монстры чуют охотно.",200,0,0,0,none
govnyak_brick,Прессованный говняк,Pressed Govnyak,MISC,24,6,6,1000,SMOKING|STORAGE,2,None,,,,,,,,80,,None,,,,,,0,0,2,2,1,0,0,0,workbench,0,5,bait|contraband|trade,bait|bait_govnyak|contraband|govnyak|trade,"Плотный брикет из подвала рынка. Облегчение сильнее, долг заметнее; товар хорош для скупки, доноса или приманки.",200,0,0,0,none
govnyak_courier_package,Опечатанный пакет,Sealed Package,MISC,1,1,1,0,,1,None,,,,,,,,,,None,,,,,,0,0,1,0,0,0,0,0,workbench,0,0,,,Тяжелый сверток с рыночной ниткой и чужой пломбой. Внутри пахнет дешёвым забытьем; адрес важнее содержимого.,200,0,0,0,none
govnyak_roll,Говняк-самокрут,Govnyak Roll-Up,MISC,7,12,12,1000,SMOKING|COMMON|STORAGE,5,None,,,,,,,,80,,None,,,,,,0,0,1,1,0,0,0,0,workbench,0,5,bait|contraband,bait|bait_govnyak|contraband|govnyak|pressure,"Дешёвый свёрток: коротко глушит ПСИ, оставляет кашель, долг и дымовую приманку. Можно курить, продать, сдать или бросить как отвлечение.",200,0,0,0,none
govnyak_sample,Проба говняка НИИ,NII Govnyak Sample,MISC,85,3,3,1000,MEDICAL|OFFICE|STORAGE,1,None,,,,,,,70,80,,None,,,,,,0,0,1,4,3,0,0,0,workbench,1,5,bait|contraband,bait|bait_govnyak|contraband|govnyak|science,"Опломбированная лабораторная проба. Учёные платят за состав, ликвидаторы спрашивают источник. Вскрывать и курить нельзя: после сорванной пломбы это уже испорченная улика.",200,0,0,0,none
granit4u_belt_shotgun,«Гранит»-4у,"""Granit""-4u",WEAPON,220000,1,,12,HQ,1,Weapon,,,,,,,,,,None,,,,,ammo_shells,39,20,0,0,10,59,0,0,lathe,4,8,liquidator|weapon,ammo_shells|belt_feed|corridor_stop|crowd_control|deep_liquidator_reward|liquidator|shotgun|weapon,"Ленточный дробовик ветерана. Урон 8x12. Разлёт огромный, возврат долгий: толпу держит, одиночную цель кормит дробью зря.",5200,0,0,0,none
gravity_beam_emitter,Гравитационный лучевой излучатель,Gravity Beam Emitter,WEAPON,500000,1,,0,,1,Weapon,,,,,,,,,,None,,,,,ammo_energy,30,70,0,0,10,40,0,30,net_terminal,4,6,weapon,deletion_beam|energy|gravity_beam|net|rare_weapon|weapon,"GBE. Редкий НЕТ-ствол: дорогой импульс за энергоячейку удаляет линию стен, целей и части вещей. Не стрелять рядом с наградой.",9000,0,0,0,none
green_briquette,Спецпай зелёный,Green Special Ration,FOOD,6,255,,1000,KITCHEN|STORAGE,5,None,,,,,,,,,,Feed,20,,,,,0,0,1,1,0,0,0,0,any,0,3,bait,bait|bait_fungal|bait_starch,"Экспериментальный концентрат с официальным словом наполнитель. Сытнее беляка, разговорчивее этикетки.",400,0,0,0,none
grenade,Граната,Grenade,WEAPON,160,255,255,1000,STORAGE,1,Weapon,,,,,,,,,,None,,,,,grenade,2,0,0,0,6,3,0,0,lathe,1,0,,,РГД-5. Урон 90 по площади. Кидай и прячься,600,0,0,0,none
grey_briquette,Концентрат-беляк,Belyak Concentrate,FOOD,4,255,,1000,KITCHEN|STORAGE|COMMON,8,None,,,,,,,,,,Feed,18,,,,,0,0,1,1,0,0,0,0,any,0,4,bait,bait|bait_starch|concentrate|daily_ration,"Белый ежедневный концентрат: рабочая норма из раздатчика, без вкуса и без права спорить с талоном.",400,0,0,0,none
grn420_gravizhernov,Гравижернов ГРН-420,Gravizhernov GRN-420,WEAPON,140000,1,,0,,1,Weapon,,,,,,,,,,None,,,,,ammo_energy,18,49,0,0,6,31,0,24,net_terminal,4,8,liquidator|weapon,biomass_clear|energy|gravity_aoe|liquidator|rare_weapon|silicon_net_well|veteran|weapon,"Ветеранская тяжёлая установка ликвидации. Урон 210 по зоне: сжимает толпу и биомассу, но тратит энергоячейку и портит всё рядом.",9500,0,0,0,none
gunstock,Приклад,Stock,MISC,35,1,,1000,PRODUCTION|STORAGE,1,None,,,,,,,,,,None,,,,,,2,0,3,0,0,0,0,0,workbench,0,0,,,Деревянный приклад для самодельного оружия. Помогает держать отдачу плечом.,200,0,0,0,none
gusl_index_fragment,Обрывок ГУСЛ,GUSL fragment,MISC,28,5,5,400,OFFICE|STORAGE,2,None,,,,,,,,,,None,,,,,,0,0,5,0,0,0,0,0,workbench,0,7,document|evidence|trade|weapon,document|evidence|fragment|gusl|index|trade|weapon,"Кусок индекса с половиной номера. Архивист спорит о странном стволе, рынок покупает подсказку без целой страницы.",20,0,0,0,none
gusl_index_page,Страница индекса ГУСЛ,GUSL Index Page,NOTE,60,1,1,220,OFFICE|HQ|STORAGE,1,None,,,,,,,,,,None,,,,,,0,0,5,0,0,0,0,0,workbench,0,6,access|document|official,access|document|gusl|index|lore|official,Страница классификатора снаряжения: номера важнее названий. Архив берет ее как подсказку к уставной выдаче.,20,0,0,0,none
hammer,Молоток,Hammer,WEAPON,30,1,,1000,PRODUCTION|STORAGE,1,Weapon,,,,,,,,,,None,,,,,,2,0,0,0,0,3,0,0,lathe,0,0,,,"Рабочий молоток. Урон 13. Быстрее ключа, короче трубы. Прочность 65",900,0,0,0,none
harpoon_gun,Гарпун,Harpoon,WEAPON,1250,1,,1000,PRODUCTION|STORAGE,1,Weapon,,,,,,,,,,None,,,,,ammo_harpoon,11,0,0,0,0,13,0,0,lathe,2,0,,,Для затопленных ходов. Урон 88. Медленный точный промышленный гарпун,4200,0,0,0,none
hazard_shift_extension,Допуск на сверхсмену,Admission to extra shift,MISC,58,4,4,280,PRODUCTION|HQ|OFFICE,1,None,,,,,,,,,,None,,,,,,2,0,3,0,0,0,0,0,workbench,0,8,access|document|document_gate|official|permit|production,access|document|document_gate|hazard|official|permit|production|quarantine,"Разрешение работать там, где нормальная смена уже вышла. Риск вписан мелким шрифтом.",20,0,0,0,none
heating_element,Нагревательный элемент,Heating element,MISC,38,4,4,550,KITCHEN|PRODUCTION|STORAGE,1,None,,,,,,,,,,None,,,,,,0,2,1,0,2,0,0,0,workbench,0,8,electronics|production|trade,brewing|electronics|factory_input|heat|kitchen|production|thaw|trade,"Спираль из чайника, сушилки или подпольного аппарата. Сберегите для отогрева проб, варки браги или продажи электрику.",500,0,0,0,none
hermetic_tape,Гермолента,Germolenta,MISC,26,8,8,750,STORAGE|MEDICAL,2,None,,,,,,,,,,None,,,,,,2,0,2,0,1,0,0,0,workbench,0,8,cleanup|counterplay|repair|samosbor,cleanup|counterplay|repair|samosbor|seal|sealant|technical_cleanup|temporary_seal,Плотная лента для быстрых временных швов. Заклейте щель роя сейчас или оставьте рулон для медпункта до сирены.,200,0,0,0,none
hermo_gasket,Гермопрокладка,Hermetic gasket,MISC,60,1,,1000,STORAGE|PRODUCTION,1,None,,,,,,,,,,None,,,,,,3,0,2,0,0,0,0,0,workbench,0,6,repair|samosbor|tool,hermodoor|lift|repair|samosbor|seal|tool,"Сухая резиновая прокладка для гермодвери и лифтового тамбура. Потратьте на дверной щиток, отдайте ремонтнику или берегите до сирены.",200,0,0,0,none
hermodoor_journal,Журнал обслуживания гермодверей,hermodoor maintenance log,MISC,64,2,2,1000,MEDICAL|OFFICE|STORAGE|PRODUCTION,1,None,,,,,,,,,,None,,,,,,1,0,4,0,0,0,0,0,workbench,0,8,audit|document|official|repair|trade,audit|document|hermodoor|maintenance|official|repair|service_log|trade,"Служебный журнал: какая герма клинила, кого закрыли и кто расписался после ремонта. Годится для ремонта, доноса или сделки у двери.",20,0,0,0,none
holy_water,Святая вода,Holy Water,MEDICINE,70,255,,0,,1,None,,,,,,,,,,HealPsi,20,10,,,,0,0,2,0,4,0,2,0,lab,1,3,medicine,medicine|psi_restore|rare,Освящённая вода из паломничьей фляги. Лечит 20 HP и возвращает +10 ПСИ.,120,0,0,0,none
homemade_9mm,Кустарные 9мм,Handicraft 9mm,AMMO,11,12,12,0,,2,None,,,,,,,,,,Unpack,,,ammo_9mm,6,,0,0,0,0,1,1,0,0,lathe,0,7,ammo|audit|black_market|contraband|production,9mm|ammo|audit|black_market|contraband|homemade|production,"Неровная девятка из гильзоплавки. E: перебрать пачку в шесть пригодных 9мм, потеряв подпольный след.",8,0,0,0,none
homemade_ammo_instruction,Инструкция кустарных патронов,Instructions for homemade cartridges,MISC,90,2,2,300,PRODUCTION|STORAGE|SMOKING,1,None,,,,,,,,,,None,,,,,,0,0,3,1,1,0,0,0,workbench,0,10,ammo|audit|black_market|contraband|document|production,ammo|audit|black_market|contraband|document|homemade|instruction|paper|production|recipe,"Лист с копотью, где гильза становится обещанием. Стащить, купить или держать для гильзоплавки; ревизору лучше не показывать.",20,0,0,0,none
homemade_pistol,Кустарный пистолет,Homemade pistol,WEAPON,350,1,,550,PRODUCTION|STORAGE,1,Weapon,,,,,,,,,,None,,,,,ammo_9mm,4,1,0,0,1,5,0,0,lathe,1,6,contraband|weapon,ammo_9mm|contraband|craft_pistol|homemade|sidearm|weapon,Короткоствол из мастерской и чужого чертежа. Урон 27. Сильный разброс; живёт на дефицитной 9мм и гильзоплавке.,700,0,0,0,none
idol_chernobog,Идол Чернобога,Idol of Chernobog,MISC,200,1,,1000,COMMON|STORAGE|OFFICE|SMOKING,1,None,,,,,,,,,,None,,,,,,2,0,5,0,0,0,4,0,lab,1,0,,,"Тёмная фигурка из неизвестного камня. Якову нужен целый образец, культисты ищут его как святыню.",200,0,0,0,none
import_toiletpaper,Туалетная бумага «Импорт»,"Toilet paper ""Import""",MISC,18,6,6,180,BATHROOM|STORAGE|COMMON,2,None,,,,,,,,,,None,,,,,,0,0,3,0,0,0,0,0,workbench,0,7,resident_good|trade,barter|hygiene|import|paper|resident_good|trade|vending,"Белый рулон из автомагазина с чужим штрихкодом. Купите как роскошь, украдите как доказательство дефицита или обменяйте у санузла.",200,0,0,0,none
infected_mushroom,Заражённый гриб,Infected Mushroom,FOOD,2,255,,1000,STORAGE|PRODUCTION,15,None,,,,,,,,,,FeedRisky,12,-8,,,,0,0,0,1,0,0,0,0,any,0,4,bait,bait|bait_fungal|bait_risky|contaminant,"Пятнистая шляпка после сырости. Даёт немного сытости и сажает здоровье, если есть без нужды.",400,0,0,0,none
ink_bottle,Чернила,Ink,MISC,8,1,,1000,OFFICE,1,None,,,,,,,,,,None,,,,,,0,0,2,0,0,0,0,0,workbench,0,0,,,Черные чернила для белой лжи.,200,0,0,0,none
inspection_mirror,Смотровое зеркальце,Inspection Mirror,MISC,22,1,,1000,BATHROOM|MEDICAL|OFFICE,1,None,,,,,,,,,,None,,,,,,2,0,3,0,0,0,0,0,workbench,0,0,,,"Малое зеркало для проверки угла, трубы или щели перед входом.",200,0,0,0,none
instant_coffee,Кофе растворимый,Instant Coffee,DRINK,10,255,,1000,KITCHEN|OFFICE,3,None,,,,,,,,,,Drink,18,,,,,0,0,2,0,1,0,0,0,workbench,0,0,,,"Жженая пыль. Выдаётся для ночного дежурства, чтобы не уснуть у пульта гермодвери.",600,0,0,0,none
iodine,Йод,Iodine,MEDICINE,25,255,,1000,MEDICAL|BATHROOM,2,None,,,,,,,,,,Heal,10,,,,,0,0,2,0,3,0,0,0,lab,0,0,,,Жжёт кожу и грязь. Малое лечение для порезов после кладовки или боя.,120,0,0,0,none
ip4_gasmask,Противогаз ИП-4,Gas mask IP-4,TOOL,520,1,,80,HQ,1,Tool,90,,,,,,,,,None,,,,,,8,0,1,0,3,4,0,0,workbench,2,6,cleanup|liquidator|samosbor|tool,cleanup|filter|liquidator|respiratory_ppe|samosbor|tool,Изолирующая маска ликвидатора. Держит споры и мокрый дым короче обычного фильтра; потеряешь - склад спишет на тебя.,900,0,0,0,none
istotit_candle,Истотитная свеча,Istotit Candle,MEDICINE,45,255,,0,,1,None,,,,,,,,,,HealPsi,0,6,,,,0,0,1,0,3,0,1,0,lab,0,4,,candle|church_cache|istotit|psi_restore,"Тонкая свеча из общего церковного запаса. Успокаивает ПСИ на минуту, но вопрос ""чья она"" остается. +6 ПСИ.",120,0,0,0,none
jackhammer,Отбойный молоток,Jackhammer,TOOL,1500,1,,1000,PRODUCTION|STORAGE,1,Tool,10,,,,,,,,,None,,,,,,13,0,3,0,0,8,0,0,workbench,2,0,,,"Сносит стены. Сильный износ: хватает на 10 блоков, выбирайте место заранее",22000,0,0,0,none
junior_tech_case,Корпус «Юный техник»,"Building ""Young Technician""",MISC,24,6,6,700,LIVING|STORAGE|OFFICE,2,None,,,,,,,,,,None,,,,,,1,3,1,0,0,0,0,0,workbench,0,5,electronics|production|repair|trade,casing|electronics|production|repair|trade,"Пластиковый корпус набора радиолюбителя. В него помещается прибор, долг и маленькое жужжание.",500,0,0,0,none
karkarov_pistol,Пистолет Каркарова,Karkaroff pistol,WEAPON,320,1,,280,HQ|STORAGE,1,Weapon,,,,,,,,,,None,,,,,ammo_9mm,2,1,1,0,0,4,0,0,lathe,1,7,liquidator|permit|weapon,legal|liquidator|permit|short_sidearm|sidearm|weapon|weapon_permit,"Слабый уставной пистолет. Урон 18. Дешевле ПМ, быстрее достаётся через ликвидаторский шкаф. 9мм.",900,0,0,0,none
kasha,Каша,Kasha,FOOD,5,255,,1000,KITCHEN,6,None,,,,,,,,,,Feed,20,,,,,0,0,1,1,0,0,0,0,any,0,3,bait,bait|bait_starch|bait_wet,Холодная казённая каша. Ложка стоит в ней по уставу.,400,0,0,0,none
key,Ключ,Key,KEY,50,1,,350,COMMON|LIVING,1,None,,,,,,,,,,None,,,,,,1,0,1,0,0,3,0,0,workbench,0,0,,,"Подходит к конкретной двери. Сверяйте дверь, прежде чем бежать к ней на сирене",30,0,0,0,none
key_tutorial_apartment,Тяжелый ржавый ключ,,KEY,0,1,,0,,1,None,,,,,,,,,,None,,,,,,1,0,0,0,0,2,0,0,workbench,0,3,,cannot_drop|persistent|quest,Ключ от входной двери. Единственный способ выйти из блока в коридоры Гигахруща.,30,0,0,0,none
keyboard_unit,Клавиатура,Keyboard,MISC,32,4,4,600,OFFICE|STORAGE|PRODUCTION,1,None,,,,,,,,,,None,,,,,,1,3,1,0,0,0,0,0,net_terminal,0,3,electronics|repair,electronics|repair|terminal,"Блок клавиш от терминала. Половина букв стерта, зато E ещё нажимается.",500,0,0,0,none
knife,Нож,Knife,WEAPON,15,1,,1000,KITCHEN,1,Weapon,,,,,,,,,,None,,,,,,1,0,0,0,0,2,0,0,lathe,0,0,,,Кухонный нож из общей кухни. Урон 7. Самый быстрый аварийный бой. Прочность 32,250,0,0,0,none
kompot,Компот,Kompot,DRINK,5,255,,1000,KITCHEN,6,None,,,,,,,,,,Drink,20,,,,,0,0,1,0,1,0,0,0,any,0,0,,,Мутный столовский компот. Хороший запас воды перед короткой вылазкой.,600,0,0,0,none
krona_battery,Батарейка «Крона»,"Battery ""Krona""",MISC,18,8,8,800,LIVING|OFFICE|STORAGE,2,None,,,,,,,,,,None,,,,,,0,2,1,0,0,0,0,0,workbench,0,5,electronics|trade,battery|electronics|portable_power|tool_power|trade,"Плоская батарейка для приборов, фонарей и тихих сделок с электриком. Сберечь для инструмента или продать как дефицит питания.",500,0,0,0,none
kulich,Кулич,Kulich,FOOD,40,255,,0,,1,None,,,,,,,,,,FeedPsi,35,4,,,,0,0,1,4,0,0,0,0,workbench,0,0,,,"Пасхальный кулич из храмовой кухни. Сытно, сладко, подозрительно светло.",400,0,0,0,none
labor_shift_card,Карта смены,Shift map,MISC,24,8,8,550,PRODUCTION|OFFICE,2,None,,,,,,,,,,None,,,,,,0,0,5,0,0,0,0,0,workbench,0,7,access|document|document_gate|official|permit|production,access|document|document_gate|labor|official|permit|production,"Рабочая карта со строкой цеха. Можно предъявить у поста N3, сберечь для проходной смены или продать рынку.",20,0,0,0,none
lamp_bulb,Лампа,Lamp,MISC,12,1,,1000,STORAGE|PRODUCTION|OFFICE,1,None,,,,,,,,,,None,,,,,,1,2,0,0,0,0,0,0,workbench,0,0,,,"Целая лампа для фонаря, щитка или обмена у электрика.",200,0,0,0,none
lice_shampoo,Шампунь от вшей,Lice shampoo,MISC,26,4,4,450,MEDICAL|BATHROOM,2,None,,,,,,,,,,None,,,,,,1,0,4,0,0,0,0,0,workbench,0,4,medical|trade,hygiene|medical|parasite|trade,"Резкий флакон из медшкафа. Пока паразиты не ведутся отдельно, это ходовой санитарный товар.",200,0,0,0,none
lift_scheme,Схема лифтов,Lift Diagram,MISC,75,1,,1000,OFFICE|CORRIDOR,1,None,,,,,,,,,,None,,,,,,3,0,5,0,0,0,0,0,workbench,1,0,,,Схема лифтовых веток и обходов. Перед поездкой полезнее слуха у кабины.,200,0,0,0,none
lighter,Зажигалка,,TOOL,40,1,,1500,STORAGE|LIVING|SMOKING|BATHROOM,1,Tool,100,,,,,,,,,None,,,,,,3,0,0,0,0,2,0,0,workbench,0,0,,,Слабый огонек. Помогает осмотреться в полной темноте. Расходует бензин.,25,0,0,0,none
lime_bucket,Ведро извести,Bucket of lime,MISC,64,1,1,320,PRODUCTION|STORAGE,1,None,,,,,,,,,,None,,,,,,0,0,2,2,4,0,0,0,lab,1,9,cleanup|evidence|liquidator|reagent|slime|trade,cleanup|evidence|heavy|lime|liquidator|reagent|sanitary|slime|trade,"Тяжёлое ведро сухой извести для тел, слизи и санитарного отчёта. Можно донести на пост, продать цеху или спрятать как улику.",150,0,0,0,none
liquidator_axe,Топор ликвидатора,Liquidator's Ax,WEAPON,420,1,,250,HQ|PRODUCTION,1,Weapon,,,,,,,,,,None,,,,,,7,0,0,0,1,8,0,0,lathe,2,6,cleanup|liquidator|weapon,cleanup|door_work|liquidator|melee_heavy|slime_counterplay|weapon,"Тяжёлый топор аварийной группы. Урон 38. Медленнее пожарного, зато живёт дольше и лучше держит тело в проходе.",2000,0,0,0,none
liquidator_field_roster,Полевая ведомость ликвидаторов,Field list of liquidators,MISC,70,2,2,350,HQ|OFFICE|STORAGE,1,None,,,,,,,,,,None,,,,,,0,0,8,0,0,0,0,0,workbench,1,6,audit|document|evidence|liquidator,audit|document|evidence|liquidator|roster|route,"Список группы зачистки с маршрутной строкой. Можно сдать, спрятать или продать тем, кто ищет пропавший отряд.",20,0,0,0,none
liquidator_flashlamp,Переносной прожектор,Portable spotlight,TOOL,620,1,,280,HQ|PRODUCTION,1,Tool,240,,,,,,,,,None,,,,,,9,0,2,0,0,5,0,0,workbench,2,5,cleanup|counterplay|liquidator,cleanup|counterplay|heavy_tool|light|liquidator,"Тяжёлый ликвидаторский свет для тёмных залов. Светит шире фонарика, но замедляет шаг и быстрее ест батарею.",900,0,0,0,none
liquidator_issue_card,Карточка выдачи ликвидатора,Liquidator Issue Card,MISC,115,3,3,250,HQ|OFFICE,1,None,,,,,,,,,,None,,,,,,0,0,8,0,0,0,0,0,workbench,1,10,access|audit|document|document_gate|liquidator|official|permit|single_use,access|audit|document|document_gate|field_kit|issue|liquidator|official|permit|single_use,Карточка на один служебный комплект. У шкафа Л-47 её гасят вместо кражи.,20,0,0,0,none
liquidator_rake,Грабли ликвидатора 0Г15,Liquidator's rake 0G15,WEAPON,135,1,,350,HQ|STORAGE|PRODUCTION,1,Weapon,,,,,,,,,,None,,,,,,3,0,0,0,1,4,0,0,lathe,1,8,cleanup|liquidator|tool|weapon,cleanup|liquidator|melee_reach|rake|slime_clean|slime_counterplay|tool|weapon,"Длинные уставные грабли для слизи и тележных углов. Урон 11. Держат дистанцию хуже багра, зато проходят как инвентарь зачистки. Прочность 70",2400,0,0,0,none
liquidator_ration,Черный сухпай ликвидатора,Black Liquidator Dry Ration,FOOD,15,255,,1000,STORAGE|HQ,2,None,,,,,,,,,,Feed,40,,,,,0,0,1,2,0,0,0,0,workbench,0,8,bait|liquidator,bait|bait_meat|black_concentrate|closed_issue|concentrate|field_ration|liquidator|nutritious_concentrate,"Питательный черняк закрытой выдачи: малый кусок держит смену, а вкус напоминает, кому его обычно дают.",400,0,0,0,none
liquidator_token,Жетон ликвидатора,Liquidator Token,MISC,80,1,,1000,HQ|STORAGE,1,None,,,,,,,,,,None,,,,,,3,0,5,0,0,0,0,0,workbench,1,0,,,Служебный жетон с номером отряда. На посту его узнают быстрее фамилии.,200,0,0,0,none
losyash_rifle,Винтовка Лосяша,Losyash's rifle,WEAPON,45000,1,,25,STORAGE|HQ,1,Weapon,,,,,,,,,,None,,,,,rifle_bolt_pack,18,9,0,0,4,27,0,0,lathe,3,7,liquidator|weapon,anti_elite|deep_recon_stash|liquidator|precision|rifle|rifle_bolt_pack|weapon,"Глубинная болтовая винтовка разведки. Урон 140. Один полимерный болт против элиты: выстрели, спрячь или сбереги.",4500,0,0,0,none
machinegun,Пулемёт,Machine Gun,WEAPON,9000,1,,0,,1,Weapon,,,,,,,,,,None,,,,,ammo_belt,12,6,0,0,3,14,0,0,lathe,2,0,,,"ПКМ. Урон 13. Самый злой расход, широкий разброс. Ленточное питание",9000,0,0,0,none
magazine_part,Детали магазина,Store details,MISC,64,4,4,550,PRODUCTION|STORAGE|HQ,1,None,,,,,,,,,,None,,,,,,3,0,1,0,0,4,0,0,lathe,1,8,production|trade,armory_bench|magazine|metal|production|repair_input|trade|weapon_component|weapon_part,"Пружина, губки и корпус пустого магазина. Сдай домкому за патроны, укради для оружейки или оставь на сборку ЧИЖ-3.",200,0,0,0,none
mail_intercept_slip,Лист перехвата почты,Mail interception sheet,MISC,46,4,4,300,OFFICE|SMOKING|STORAGE,1,None,,,,,,,,,,None,,,,,,2,0,3,0,0,0,0,0,workbench,0,5,contraband|document|evidence,contraband|document|evidence|mail|stolen,"Почтовый лист с чужим маршрутом. Можно вернуть, украсть дальше или продать адрес.",20,0,0,0,none
makarov,Макаров,Makarov,WEAPON,420,1,,1000,STORAGE,1,Weapon,,,,,,,,,,None,,,,,ammo_9mm,6,2,0,0,1,7,0,0,lathe,2,0,,,"Пистолет ПМ. Урон 22. Точный дешёвый выстрел, не очередь. Патроны 9мм",730,0,0,0,none
manometer,Манометр,Manometer,MISC,35,1,,1000,PRODUCTION|STORAGE,1,None,,,,,,,,,,None,,,,,,2,0,3,0,0,0,0,0,workbench,0,3,tool,heatline|pressure|tool,"Стрелка показывает давление и настроение труб. На Теплотрассе Ноль делает ремонт точным, но сам не тратится.",200,0,0,0,none
market_weight_scale,Рыночные весы,Market scales,MISC,88,1,1,280,KITCHEN|OFFICE|STORAGE,1,None,,,,,,,,,,None,,,,,,2,0,6,0,0,0,0,0,workbench,1,3,resident_good|trade,market|resident_good|trade,"Малые весы с чужими гирями. Торговец ими доказывает вес, покупатель - обман.",200,0,0,0,none
maronary_shaving,Зелёная стружка,Green Shavings,MISC,260,1,,0,,1,None,,,,,,,,,,None,,,,,,0,0,4,4,3,0,0,0,workbench,1,5,contraband|evidence,contraband|cult|evidence|maronary|science,"Тонкая стружка после зелёного инцидента. Дорогой образец, контрабанда и улика: учёные платят, культисты молятся, Министерство оформляет владельца.",150,0,0,0,none
meat_rune,Мясная руна,Meat Rune,MISC,220,1,,1000,COMMON|STORAGE|SMOKING,1,None,,,,,,,,,,None,,,,,,2,0,5,0,0,0,4,0,lab,1,0,,,"Культовая метка для прохода, обмана или отчёта. Носите отдельно от еды.",200,0,0,0,none
metal_chair,Металлический стул,Metal Chair,WEAPON,22,1,,1000,COMMON|OFFICE,1,Weapon,,,,,,,,,,None,,,,,,2,0,0,0,0,3,0,0,lathe,0,0,,,Стул из актового ада. Урон 18. Хрупкий широкий стоп. Прочность 22,4500,0,0,0,none
metal_sheet,Лист металла,Sheet Metal,MISC,22,1,,1000,PRODUCTION|STORAGE,1,None,,,,,,,,,,None,,,,,,2,0,0,0,0,3,0,0,workbench,0,0,,,"Плоский металл для ремонта, баррикады или защиты от одного сильного удара.",200,0,0,0,none
metal_water,Вода с привкусом металла,Metallic-Tasting Water,DRINK,2,255,,1000,BATHROOM|PRODUCTION,15,None,,,,,,,,,,Drink,20,,,,,0,0,1,0,0,0,0,0,any,0,0,,,"Ржавая жидкость из нижних коллекторов. Утоляет жажду, но оставляет жесткий налет на языке.",600,0,0,0,none
metro_ticket,Билет метро,Metro Ticket,MISC,25,1,,1000,CORRIDOR|OFFICE,1,None,,,,,,,,,,None,,,,,,2,0,3,0,0,0,0,0,workbench,0,0,,,"Билет на линию, которой официально не существует.",200,0,0,0,none
ministry_audit_forgery,Липовое аудиторское предписание,Fake Audit Order,MISC,88,3,3,0,,1,None,,,,,,,,,,None,,,,,,0,0,3,1,1,0,0,0,workbench,0,6,access|audit|contraband|document|forgery,access|audit|contraband|document|forgery|ministry,"Поддельный лист министерской ревизии. Может открыть разговор с архивом, но слишком ровная печать вызывает проверку лиц.",20,0,0,0,none
ministry_clean_stamp,Чистая министерская печать,Clean Ministry Stamp,MISC,150,1,,400,OFFICE|HQ,1,None,,,,,,,,,,None,,,,,,0,0,7,0,0,1,0,0,workbench,1,5,audit|document|official,audit|document|ministry|official|stamp,"Сургучная печать без дела. Её можно сдать, украсть или приложить к бланку так, что журнал примет лист до первой сверки.",20,0,0,0,none
missing_record_file,Пропавшее личное дело,Missing Personal File,MISC,95,1,,1000,OFFICE|STORAGE,1,None,,,,,,,,,,None,,,,,,3,0,5,0,0,0,0,0,workbench,1,0,,,Папка с вырванной карточкой жильца. Архив и шантажисты берут такую бумагу дорого.,200,0,0,0,none
moonshine_still_part,Деталь самогонного аппарата,Detail of a moonshine still,MISC,125,2,2,180,PRODUCTION|KITCHEN|SMOKING,1,None,,,,,,,,,,None,,,,,,0,0,3,1,4,0,0,0,workbench,1,6,black_market|contraband|production|trade,black_market|brewing|contraband|factory_input|production|trade,"Медная коленка с запахом сахара и запрета. Сборка аппарата пока ждёт цех, но рынок берёт сразу.",200,0,0,0,none
